CONTENT_ID	CONTENT_TYPE	ENTREZ GENE ID	GENE SYMBOL	SPECIES	EXPERIMENT_ID	METHODS
117937	Protein	83451	ABHD11	Homo sapiens	491	Mass spectrometry
117938	Protein	10567	RABAC1	Homo sapiens	491	Mass spectrometry
117939	Protein	84632	AFAP1L2	Homo sapiens	491	Mass spectrometry
117940	Protein	23111	SPG20	Homo sapiens	491	Mass spectrometry
117941	Protein	10237	SLC35B1	Homo sapiens	491	Mass spectrometry
117942	Protein	55333	SYNJ2BP	Homo sapiens	491	Mass spectrometry
117943	Protein	55738	ARFGAP1	Homo sapiens	491	Mass spectrometry
117944	Protein	4644	MYO5A	Homo sapiens	491	Mass spectrometry
117945	Protein	4724	NDUFS4	Homo sapiens	491	Mass spectrometry
117946	Protein	29895	MYLPF	Homo sapiens	491	Mass spectrometry
117947	Protein	85477	SCIN	Homo sapiens	491	Mass spectrometry
117948	Protein	3155	HMGCL	Homo sapiens	491	Mass spectrometry
117949	Protein	3838	KPNA2	Homo sapiens	491	Mass spectrometry
117950	Protein	6926	TBX3	Homo sapiens	491	Mass spectrometry
117951	Protein	1108	CHD4	Homo sapiens	491	Mass spectrometry
117952	Protein	7042	TGFB2	Homo sapiens	491	Mass spectrometry
117953	Protein	23039	XPO7	Homo sapiens	491	Mass spectrometry
117954	Protein	4548	MTR	Homo sapiens	491	Mass spectrometry
117955	Protein	9410	SNRNP40	Homo sapiens	491	Mass spectrometry
117956	Protein	56624	ASAH2	Homo sapiens	491	Mass spectrometry
117957	Protein	5335	PLCG1	Homo sapiens	491	Mass spectrometry
117958	Protein	4540	ND5	Homo sapiens	491	Mass spectrometry
117959	Protein	50717	DCAF8	Homo sapiens	491	Mass spectrometry
117960	Protein	1893	ECM1	Homo sapiens	491	Mass spectrometry
117961	Protein	283377	SPRYD4	Homo sapiens	491	Mass spectrometry
117962	Protein	55717	WDR11	Homo sapiens	491	Mass spectrometry
117963	Protein	735	C9	Homo sapiens	491	Mass spectrometry
117964	Protein	221035	REEP3	Homo sapiens	491	Mass spectrometry
117965	Protein	9317	PTER	Homo sapiens	491	Mass spectrometry
117966	Protein	432	ASGR1	Homo sapiens	491	Mass spectrometry
117967	Protein	144402	CPNE8	Homo sapiens	491	Mass spectrometry
117968	Protein	4257	MGST1	Homo sapiens	491	Mass spectrometry
117969	Protein	11101	ATE1	Homo sapiens	491	Mass spectrometry
117970	Protein	7038	TG	Homo sapiens	491	Mass spectrometry
117971	Protein	8893	EIF2B5	Homo sapiens	491	Mass spectrometry
117972	Protein	7170	TPM3	Homo sapiens	491	Mass spectrometry
117973	Protein	5577	PRKAR2B	Homo sapiens	491	Mass spectrometry
117974	Protein	109	ADCY3	Homo sapiens	491	Mass spectrometry
117975	Protein	81035	COLEC12	Homo sapiens	491	Mass spectrometry
117976	Protein	11273	ATXN2L	Homo sapiens	491	Mass spectrometry
117977	Protein	201626	PDE12	Homo sapiens	491	Mass spectrometry
117978	Protein	6773	STAT2	Homo sapiens	491	Mass spectrometry
117979	Protein	200916	RPL22L1	Homo sapiens	491	Mass spectrometry
117980	Protein	23390	ZDHHC17	Homo sapiens	491	Mass spectrometry
117981	Protein	9100	USP10	Homo sapiens	491	Mass spectrometry
117982	Protein	137492	VPS37A	Homo sapiens	491	Mass spectrometry
117983	Protein	23019	CNOT1	Homo sapiens	491	Mass spectrometry
117984	Protein	9958	USP15	Homo sapiens	491	Mass spectrometry
117985	Protein	5782	PTPN12	Homo sapiens	491	Mass spectrometry
117986	Protein	26608	TBL2	Homo sapiens	491	Mass spectrometry
117987	Protein	221143	N6AMT2	Homo sapiens	491	Mass spectrometry
117988	Protein	2580	GAK	Homo sapiens	491	Mass spectrometry
117989	Protein	5536	PPP5C	Homo sapiens	491	Mass spectrometry
117990	Protein	23277	CLUH	Homo sapiens	491	Mass spectrometry
117991	Protein	2157	F8	Homo sapiens	491	Mass spectrometry
117992	Protein	2222	FDFT1	Homo sapiens	491	Mass spectrometry
117993	Protein	3162	HMOX1	Homo sapiens	491	Mass spectrometry
117994	Protein	11078	TRIOBP	Homo sapiens	491	Mass spectrometry
117995	Protein	57521	RPTOR	Homo sapiens	491	Mass spectrometry
117996	Protein	5130	PCYT1A	Homo sapiens	491	Mass spectrometry
117997	Protein	201625	DNAH12	Homo sapiens	491	Mass spectrometry
117998	Protein	55346	TCP11L1	Homo sapiens	491	Mass spectrometry
117999	Protein	27143	PALD1	Homo sapiens	491	Mass spectrometry
118000	Protein	56993	TOMM22	Homo sapiens	491	Mass spectrometry
118001	Protein	51702	PADI3	Homo sapiens	491	Mass spectrometry
118002	Protein	4332	MNDA	Homo sapiens	491	Mass spectrometry
118003	Protein	8733	GPAA1	Homo sapiens	491	Mass spectrometry
118004	Protein	8287	USP9Y	Homo sapiens	491	Mass spectrometry
118005	Protein	91404	SESTD1	Homo sapiens	491	Mass spectrometry
118006	Protein	10085	EDIL3	Homo sapiens	491	Mass spectrometry
118007	Protein	9294	S1PR2	Homo sapiens	491	Mass spectrometry
118008	Protein	54885	TBC1D8B	Homo sapiens	491	Mass spectrometry
118009	Protein	120	ADD3	Homo sapiens	491	Mass spectrometry
118010	Protein	131669	UROC1	Homo sapiens	491	Mass spectrometry
118011	Protein	79671	NLRX1	Homo sapiens	491	Mass spectrometry
118012	Protein	57187	THOC2	Homo sapiens	491	Mass spectrometry
118013	Protein	8842	PROM1	Homo sapiens	491	Mass spectrometry
118014	Protein	4682	NUBP1	Homo sapiens	491	Mass spectrometry
118015	Protein	114908	TMEM123	Homo sapiens	491	Mass spectrometry
118016	Protein	84293	FAM213A	Homo sapiens	491	Mass spectrometry
118017	Protein	5195	PEX14	Homo sapiens	491	Mass spectrometry
118018	Protein	23607	CD2AP	Homo sapiens	491	Mass spectrometry
118019	Protein	10592	SMC2	Homo sapiens	491	Mass spectrometry
118020	Protein	27348	TOR1B	Homo sapiens	491	Mass spectrometry
118021	Protein	29916	SNX11	Homo sapiens	491	Mass spectrometry
118022	Protein	2752	GLUL	Homo sapiens	491	Mass spectrometry
118023	Protein	3840	KPNA4	Homo sapiens	491	Mass spectrometry
118024	Protein	6649	SOD3	Homo sapiens	491	Mass spectrometry
118025	Protein	23155	CLCC1	Homo sapiens	491	Mass spectrometry
118026	Protein	8881	CDC16	Homo sapiens	491	Mass spectrometry
118027	Protein	6429	SRSF4	Homo sapiens	491	Mass spectrometry
118028	Protein	84836	ABHD14B	Homo sapiens	491	Mass spectrometry
118029	Protein	83786	FRMD8	Homo sapiens	491	Mass spectrometry
118030	Protein	5784	PTPN14	Homo sapiens	491	Mass spectrometry
118031	Protein	55759	WDR12	Homo sapiens	491	Mass spectrometry
118032	Protein	10723	SLC12A7	Homo sapiens	491	Mass spectrometry
118033	Protein	8891	EIF2B3	Homo sapiens	491	Mass spectrometry
118034	Protein	10184	LHFPL2	Homo sapiens	491	Mass spectrometry
118035	Protein	326625	MMAB	Homo sapiens	491	Mass spectrometry
118036	Protein	5579	PRKCB	Homo sapiens	491	Mass spectrometry
118037	Protein	55644	OSGEP	Homo sapiens	491	Mass spectrometry
118038	Protein	80347	COASY	Homo sapiens	491	Mass spectrometry
118039	Protein	84243	ZDHHC18	Homo sapiens	491	Mass spectrometry
118040	Protein	5720	PSME1	Homo sapiens	491	Mass spectrometry
118041	Protein	80221	ACSF2	Homo sapiens	491	Mass spectrometry
118042	Protein	23557	SNAPIN	Homo sapiens	491	Mass spectrometry
118043	Protein	114879	OSBPL5	Homo sapiens	491	Mass spectrometry
118044	Protein	64840	PORCN	Homo sapiens	491	Mass spectrometry
118045	Protein	91147	TMEM67	Homo sapiens	491	Mass spectrometry
118046	Protein	8501	SLC43A1	Homo sapiens	491	Mass spectrometry
118047	Protein	51399	TRAPPC4	Homo sapiens	491	Mass spectrometry
118048	Protein	54881	TEX10	Homo sapiens	491	Mass spectrometry
118049	Protein	178	AGL	Homo sapiens	491	Mass spectrometry
118050	Protein	11052	CPSF6	Homo sapiens	491	Mass spectrometry
118051	Protein	29105	CFAP20	Homo sapiens	491	Mass spectrometry
118052	Protein	57511	COG6	Homo sapiens	491	Mass spectrometry
118053	Protein	7153	TOP2A	Homo sapiens	491	Mass spectrometry
118054	Protein	8728	ADAM19	Homo sapiens	491	Mass spectrometry
118055	Protein	6709	SPTAN1	Homo sapiens	491	Mass spectrometry
118056	Protein	10298	PAK4	Homo sapiens	491	Mass spectrometry
118057	Protein	24148	PRPF6	Homo sapiens	491	Mass spectrometry
118058	Protein	22875	ENPP4	Homo sapiens	491	Mass spectrometry
118059	Protein	9941	EXOG	Homo sapiens	491	Mass spectrometry
118060	Protein	94103	ORMDL3	Homo sapiens	491	Mass spectrometry
118061	Protein	135114	HINT3	Homo sapiens	491	Mass spectrometry
118062	Protein	22827	PUF60	Homo sapiens	491	Mass spectrometry
118063	Protein	5649	RELN	Homo sapiens	491	Mass spectrometry
118064	Protein	57213	SPRYD7	Homo sapiens	491	Mass spectrometry
118065	Protein	10277	UBE4B	Homo sapiens	491	Mass spectrometry
118066	Protein	64708	COPS7B	Homo sapiens	491	Mass spectrometry
118067	Protein	9774	BCLAF1	Homo sapiens	491	Mass spectrometry
118068	Protein	51433	ANAPC5	Homo sapiens	491	Mass spectrometry
118069	Protein	90102	PHLDB2	Homo sapiens	491	Mass spectrometry
118070	Protein	56898	BDH2	Homo sapiens	491	Mass spectrometry
118071	Protein	10350	ABCA9	Homo sapiens	491	Mass spectrometry
118072	Protein	23307	FKBP15	Homo sapiens	491	Mass spectrometry
118073	Protein	6788	STK3	Homo sapiens	491	Mass spectrometry
118074	Protein	8541	PPFIA3	Homo sapiens	491	Mass spectrometry
118075	Protein	6742	SSBP1	Homo sapiens	491	Mass spectrometry
118076	Protein	54888	NSUN2	Homo sapiens	491	Mass spectrometry
118077	Protein	8504	PEX3	Homo sapiens	491	Mass spectrometry
118078	Protein	1861	TOR1A	Homo sapiens	491	Mass spectrometry
118079	Protein	51397	COMMD10	Homo sapiens	491	Mass spectrometry
118080	Protein	57700	FAM160B1	Homo sapiens	491	Mass spectrometry
118081	Protein	5303	PIN4	Homo sapiens	491	Mass spectrometry
118082	Protein	79139	DERL1	Homo sapiens	491	Mass spectrometry
118083	Protein	23066	CAND2	Homo sapiens	491	Mass spectrometry
118084	Protein	10921	RNPS1	Homo sapiens	491	Mass spectrometry
118085	Protein	492	ATP2B3	Homo sapiens	491	Mass spectrometry
118086	Protein	51002	TPRKB	Homo sapiens	491	Mass spectrometry
118087	Protein	8473	OGT	Homo sapiens	491	Mass spectrometry
118088	Protein	6651	SON	Homo sapiens	491	Mass spectrometry
118089	Protein	23075	SWAP70	Homo sapiens	491	Mass spectrometry
118090	Protein	11060	WWP2	Homo sapiens	491	Mass spectrometry
118091	Protein	55325	UFSP2	Homo sapiens	491	Mass spectrometry
118092	Protein	23399	CTDNEP1	Homo sapiens	491	Mass spectrometry
118093	Protein	669	BPGM	Homo sapiens	491	Mass spectrometry
118094	Protein	84193	SETD3	Homo sapiens	491	Mass spectrometry
118095	Protein	2878	GPX3	Homo sapiens	491	Mass spectrometry
118096	Protein	394	ARHGAP5	Homo sapiens	491	Mass spectrometry
118097	Protein	3985	LIMK2	Homo sapiens	491	Mass spectrometry
118098	Protein	10478	SLC25A17	Homo sapiens	491	Mass spectrometry
118099	Protein	23140	ZZEF1	Homo sapiens	491	Mass spectrometry
118100	Protein	781	CACNA2D1	Homo sapiens	491	Mass spectrometry
118101	Protein	55766	H2AFJ	Homo sapiens	491	Mass spectrometry
118102	Protein	9208	LRRFIP1	Homo sapiens	491	Mass spectrometry
118103	Protein	2192	FBLN1	Homo sapiens	491	Mass spectrometry
118104	Protein	22848	AAK1	Homo sapiens	491	Mass spectrometry
118105	Protein	11099	PTPN21	Homo sapiens	491	Mass spectrometry
118106	Protein	131578	LRRC15	Homo sapiens	491	Mass spectrometry
118107	Protein	9527	GOSR1	Homo sapiens	491	Mass spectrometry
118108	Protein	23332	CLASP1	Homo sapiens	491	Mass spectrometry
118109	Protein	55176	SEC61A2	Homo sapiens	491	Mass spectrometry
118110	Protein	10426	TUBGCP3	Homo sapiens	491	Mass spectrometry
118111	Protein	6726	SRP9	Homo sapiens	491	Mass spectrometry
118112	Protein	8641	PCDHGB4	Homo sapiens	491	Mass spectrometry
118113	Protein	23192	ATG4B	Homo sapiens	491	Mass spectrometry
118114	Protein	51181	DCXR	Homo sapiens	491	Mass spectrometry
118115	Protein	14	AAMP	Homo sapiens	491	Mass spectrometry
118116	Protein	23200	ATP11B	Homo sapiens	491	Mass spectrometry
118117	Protein	10534	SSSCA1	Homo sapiens	491	Mass spectrometry
118118	Protein	84335	AKT1S1	Homo sapiens	491	Mass spectrometry
118119	Protein	5833	PCYT2	Homo sapiens	491	Mass spectrometry
118120	Protein	8502	PKP4	Homo sapiens	491	Mass spectrometry
118121	Protein	440104	TMEM198B	Homo sapiens	491	Mass spectrometry
118122	Protein	65264	UBE2Z	Homo sapiens	491	Mass spectrometry
118123	Protein	1836	SLC26A2	Homo sapiens	491	Mass spectrometry
118124	Protein	84188	FAR1	Homo sapiens	491	Mass spectrometry
118125	Protein	23600	AMACR	Homo sapiens	491	Mass spectrometry
118126	Protein	6102	RP2	Homo sapiens	491	Mass spectrometry
118127	Protein	6240	RRM1	Homo sapiens	491	Mass spectrometry
118128	Protein	5095	PCCA	Homo sapiens	491	Mass spectrometry
118129	Protein	89941	RHOT2	Homo sapiens	491	Mass spectrometry
118130	Protein	79837	PIP4K2C	Homo sapiens	491	Mass spectrometry
118131	Protein	8737	RIPK1	Homo sapiens	491	Mass spectrometry
118132	Protein	83543	AIF1L	Homo sapiens	491	Mass spectrometry
118133	Protein	10956	OS9	Homo sapiens	491	Mass spectrometry
118134	Protein	3084	NRG1	Homo sapiens	491	Mass spectrometry
118135	Protein	5627	PROS1	Homo sapiens	491	Mass spectrometry
118136	Protein	84311	MRPL45	Homo sapiens	491	Mass spectrometry
118137	Protein	10580	SORBS1	Homo sapiens	491	Mass spectrometry
118138	Protein	84955	NUDCD1	Homo sapiens	491	Mass spectrometry
118139	Protein	10197	PSME3	Homo sapiens	491	Mass spectrometry
118140	Protein	55905	RNF114	Homo sapiens	491	Mass spectrometry
118141	Protein	2804	GOLGB1	Homo sapiens	491	Mass spectrometry
118142	Protein	126393	HSPB6	Homo sapiens	491	Mass spectrometry
118143	Protein	11124	FAF1	Homo sapiens	491	Mass spectrometry
118144	Protein	5284	PIGR	Homo sapiens	491	Mass spectrometry
118145	Protein	2235	FECH	Homo sapiens	491	Mass spectrometry
118146	Protein	8799	PEX11B	Homo sapiens	491	Mass spectrometry
118147	Protein	23173	METAP1	Homo sapiens	491	Mass spectrometry
118148	Protein	4054	LTBP3	Homo sapiens	491	Mass spectrometry
118149	Protein	22796	COG2	Homo sapiens	491	Mass spectrometry
118150	Protein	51101	ZC2HC1A	Homo sapiens	491	Mass spectrometry
118151	Protein	761	CA3	Homo sapiens	491	Mass spectrometry
118152	Protein	9637	FEZ2	Homo sapiens	491	Mass spectrometry
118153	Protein	51102	MECR	Homo sapiens	491	Mass spectrometry
118154	Protein	10817	FRS3	Homo sapiens	491	Mass spectrometry
118155	Protein	285148	IAH1	Homo sapiens	491	Mass spectrometry
118156	Protein	57493	HEG1	Homo sapiens	491	Mass spectrometry
118157	Protein	80222	TARS2	Homo sapiens	491	Mass spectrometry
118158	Protein	6150	MRPL23	Homo sapiens	491	Mass spectrometry
118159	Protein	9321	TRIP11	Homo sapiens	491	Mass spectrometry
118160	Protein	1185	CLCN6	Homo sapiens	491	Mass spectrometry
118161	Protein	342035	GLDN	Homo sapiens	491	Mass spectrometry
118162	Protein	2926	GRSF1	Homo sapiens	491	Mass spectrometry
118163	Protein	91452	ACBD5	Homo sapiens	491	Mass spectrometry
118164	Protein	162	AP1B1	Homo sapiens	491	Mass spectrometry
118165	Protein	23154	NCDN	Homo sapiens	491	Mass spectrometry
118166	Protein	79585	CORO7	Homo sapiens	491	Mass spectrometry
118167	Protein	11325	DDX42	Homo sapiens	491	Mass spectrometry
118168	Protein	55802	DCP1A	Homo sapiens	491	Mass spectrometry
118169	Protein	6903	TBCC	Homo sapiens	491	Mass spectrometry
118170	Protein	5046	PCSK6	Homo sapiens	491	Mass spectrometry
118171	Protein	9320	TRIP12	Homo sapiens	491	Mass spectrometry
118172	Protein	57446	NDRG3	Homo sapiens	491	Mass spectrometry
118173	Protein	9639	ARHGEF10	Homo sapiens	491	Mass spectrometry
118174	Protein	2702	GJA5	Homo sapiens	491	Mass spectrometry
118175	Protein	10905	MAN1A2	Homo sapiens	491	Mass spectrometry
118176	Protein	55844	PPP2R2D	Homo sapiens	491	Mass spectrometry
118177	Protein	8772	FADD	Homo sapiens	491	Mass spectrometry
118178	Protein	8654	PDE5A	Homo sapiens	491	Mass spectrometry
118179	Protein	25970	SH2B1	Homo sapiens	491	Mass spectrometry
118180	Protein	7920	ABHD16A	Homo sapiens	491	Mass spectrometry
118181	Protein	80777	CYB5B	Homo sapiens	491	Mass spectrometry
118182	Protein	3613	IMPA2	Homo sapiens	491	Mass spectrometry
118183	Protein	92906	HNRNPLL	Homo sapiens	491	Mass spectrometry
118184	Protein	55667	DENND4C	Homo sapiens	491	Mass spectrometry
118185	Protein	64215	DNAJC1	Homo sapiens	491	Mass spectrometry
118186	Protein	25840	METTL7A	Homo sapiens	491	Mass spectrometry
118187	Protein	9939	RBM8A	Homo sapiens	491	Mass spectrometry
118188	Protein	4809	NHP2L1	Homo sapiens	491	Mass spectrometry
118189	Protein	225	ABCD2	Homo sapiens	491	Mass spectrometry
118190	Protein	26259	FBXW8	Homo sapiens	491	Mass spectrometry
118191	Protein	29956	CERS2	Homo sapiens	491	Mass spectrometry
118192	Protein	8576	STK16	Homo sapiens	491	Mass spectrometry
118193	Protein	54994	GID8	Homo sapiens	491	Mass spectrometry
118194	Protein	10432	RBM14	Homo sapiens	491	Mass spectrometry
118195	Protein	254173	TTLL10	Homo sapiens	491	Mass spectrometry
118196	Protein	29071	C1GALT1C1	Homo sapiens	491	Mass spectrometry
118197	Protein	80381	CD276	Homo sapiens	491	Mass spectrometry
118198	Protein	55300	PI4K2B	Homo sapiens	491	Mass spectrometry
118199	Protein	55191	NADSYN1	Homo sapiens	491	Mass spectrometry
118200	Protein	2954	GSTZ1	Homo sapiens	491	Mass spectrometry
118201	Protein	84364	ARFGAP2	Homo sapiens	491	Mass spectrometry
118202	Protein	10466	COG5	Homo sapiens	491	Mass spectrometry
118203	Protein	23171	GPD1L	Homo sapiens	491	Mass spectrometry
118204	Protein	8566	PDXK	Homo sapiens	491	Mass spectrometry
118205	Protein	22870	PPP6R1	Homo sapiens	491	Mass spectrometry
118206	Protein	5471	PPAT	Homo sapiens	491	Mass spectrometry
118207	Protein	26504	CNNM4	Homo sapiens	491	Mass spectrometry
118208	Protein	5925	RB1	Homo sapiens	491	Mass spectrometry
118209	Protein	5664	PSEN2	Homo sapiens	491	Mass spectrometry
118210	Protein	9697	TRAM2	Homo sapiens	491	Mass spectrometry
118211	Protein	6606	SMN1	Homo sapiens	491	Mass spectrometry
118212	Protein	5580	PRKCD	Homo sapiens	491	Mass spectrometry
118213	Protein	9945	GFPT2	Homo sapiens	491	Mass spectrometry
118214	Protein	23659	PLA2G15	Homo sapiens	491	Mass spectrometry
118215	Protein	9533	POLR1C	Homo sapiens	491	Mass spectrometry
118216	Protein	3066	HDAC2	Homo sapiens	491	Mass spectrometry
118217	Protein	10741	RBBP9	Homo sapiens	491	Mass spectrometry
118218	Protein	2015	ADGRE1	Homo sapiens	491	Mass spectrometry
118219	Protein	1723	DHODH	Homo sapiens	491	Mass spectrometry
118220	Protein	8243	SMC1A	Homo sapiens	491	Mass spectrometry
118221	Protein	57211	ADGRG6	Homo sapiens	491	Mass spectrometry
118222	Protein	2241	FER	Homo sapiens	491	Mass spectrometry
118223	Protein	7706	TRIM25	Homo sapiens	491	Mass spectrometry
118224	Protein	161176	SYNE3	Homo sapiens	491	Mass spectrometry
118225	Protein	6605	SMARCE1	Homo sapiens	491	Mass spectrometry
118226	Protein	3083	HGFAC	Homo sapiens	491	Mass spectrometry
118227	Protein	57190	SEPN1	Homo sapiens	491	Mass spectrometry
118228	Protein	627	BDNF	Homo sapiens	491	Mass spectrometry
118229	Protein	54776	PPP1R12C	Homo sapiens	491	Mass spectrometry
118230	Protein	6293	VPS52	Homo sapiens	491	Mass spectrometry
118231	Protein	11270	NRM	Homo sapiens	491	Mass spectrometry
118232	Protein	30849	PIK3R4	Homo sapiens	491	Mass spectrometry
118233	Protein	25915	NDUFAF3	Homo sapiens	491	Mass spectrometry
118234	Protein	7260	TSSC1	Homo sapiens	491	Mass spectrometry
118235	Protein	10238	DCAF7	Homo sapiens	491	Mass spectrometry
118236	Protein	6646	SOAT1	Homo sapiens	491	Mass spectrometry
118237	Protein	29883	CNOT7	Homo sapiens	491	Mass spectrometry
118238	Protein	3710	ITPR3	Homo sapiens	491	Mass spectrometry
118239	Protein	342184	FMN1	Homo sapiens	491	Mass spectrometry
118240	Protein	10899	JTB	Homo sapiens	491	Mass spectrometry
118241	Protein	7097	TLR2	Homo sapiens	491	Mass spectrometry
118242	Protein	11165	NUDT3	Homo sapiens	491	Mass spectrometry
118243	Protein	57466	SCAF4	Homo sapiens	491	Mass spectrometry
118244	Protein	80308	FLAD1	Homo sapiens	491	Mass spectrometry
118245	Protein	55850	USE1	Homo sapiens	491	Mass spectrometry
118246	Protein	6801	STRN	Homo sapiens	491	Mass spectrometry
118247	Protein	26472	PPP1R14B	Homo sapiens	491	Mass spectrometry
118248	Protein	339122	RAB43	Homo sapiens	491	Mass spectrometry
118249	Protein	10382	TUBB4A	Homo sapiens	491	Mass spectrometry
118250	Protein	51095	TRNT1	Homo sapiens	491	Mass spectrometry
118251	Protein	80230	RUFY1	Homo sapiens	491	Mass spectrometry
118252	Protein	92335	STRADA	Homo sapiens	491	Mass spectrometry
118253	Protein	9748	SLK	Homo sapiens	491	Mass spectrometry
118254	Protein	199953	TMEM201	Homo sapiens	491	Mass spectrometry
118255	Protein	10564	ARFGEF2	Homo sapiens	491	Mass spectrometry
118256	Protein	26517	TIMM13	Homo sapiens	491	Mass spectrometry
118257	Protein	88455	ANKRD13A	Homo sapiens	491	Mass spectrometry
118258	Protein	5147	PDE6D	Homo sapiens	491	Mass spectrometry
118259	Protein	8678	BECN1	Homo sapiens	491	Mass spectrometry
118260	Protein	51684	SUFU	Homo sapiens	491	Mass spectrometry
118261	Protein	10613	ERLIN1	Homo sapiens	491	Mass spectrometry
118262	Protein	23524	SRRM2	Homo sapiens	491	Mass spectrometry
118263	Protein	5818	PVRL1	Homo sapiens	491	Mass spectrometry
118264	Protein	54987	C1orf123	Homo sapiens	491	Mass spectrometry
118265	Protein	5127	CDK16	Homo sapiens	491	Mass spectrometry
118266	Protein	3267	AGFG1	Homo sapiens	491	Mass spectrometry
118267	Protein	9125	RQCD1	Homo sapiens	491	Mass spectrometry
118268	Protein	7289	TULP3	Homo sapiens	491	Mass spectrometry
118269	Protein	29882	ANAPC2	Homo sapiens	491	Mass spectrometry
118270	Protein	7411	VBP1	Homo sapiens	491	Mass spectrometry
118271	Protein	29109	FHOD1	Homo sapiens	491	Mass spectrometry
118272	Protein	5939	RBMS2	Homo sapiens	491	Mass spectrometry
118273	Protein	2908	NR3C1	Homo sapiens	491	Mass spectrometry
118274	Protein	740	MRPL49	Homo sapiens	491	Mass spectrometry
118275	Protein	5831	PYCR1	Homo sapiens	491	Mass spectrometry
118276	Protein	170622	COMMD6	Homo sapiens	491	Mass spectrometry
118277	Protein	29114	TAGLN3	Homo sapiens	491	Mass spectrometry
118278	Protein	7991	TUSC3	Homo sapiens	491	Mass spectrometry
118279	Protein	1432	MAPK14	Homo sapiens	491	Mass spectrometry
118280	Protein	2289	FKBP5	Homo sapiens	491	Mass spectrometry
118281	Protein	1757	SARDH	Homo sapiens	491	Mass spectrometry
118282	Protein	51626	DYNC2LI1	Homo sapiens	491	Mass spectrometry
118283	Protein	56992	KIF15	Homo sapiens	491	Mass spectrometry
118284	Protein	57410	SCYL1	Homo sapiens	491	Mass spectrometry
118285	Protein	94	ACVRL1	Homo sapiens	491	Mass spectrometry
118286	Protein	57182	ANKRD50	Homo sapiens	491	Mass spectrometry
118287	Protein	4670	HNRNPM	Homo sapiens	491	Mass spectrometry
118288	Protein	22808	MRAS	Homo sapiens	491	Mass spectrometry
118289	Protein	10869	USP19	Homo sapiens	491	Mass spectrometry
118290	Protein	26973	CHORDC1	Homo sapiens	491	Mass spectrometry
118291	Protein	157378	TMEM65	Homo sapiens	491	Mass spectrometry
118292	Protein	64778	FNDC3B	Homo sapiens	491	Mass spectrometry
118293	Protein	6713	SQLE	Homo sapiens	491	Mass spectrometry
118294	Protein	1459	CSNK2A2	Homo sapiens	491	Mass spectrometry
118295	Protein	200894	ARL13B	Homo sapiens	491	Mass spectrometry
118296	Protein	55746	NUP133	Homo sapiens	491	Mass spectrometry
118297	Protein	55072	RNF31	Homo sapiens	491	Mass spectrometry
118298	Protein	197259	MLKL	Homo sapiens	491	Mass spectrometry
118299	Protein	11146	GLMN	Homo sapiens	491	Mass spectrometry
118300	Protein	83468	GLT8D2	Homo sapiens	491	Mass spectrometry
118301	Protein	5876	RABGGTB	Homo sapiens	491	Mass spectrometry
118302	Protein	23046	KIF21B	Homo sapiens	491	Mass spectrometry
118303	Protein	9295	SRSF11	Homo sapiens	491	Mass spectrometry
118304	Protein	9364	RAB28	Homo sapiens	491	Mass spectrometry
118305	Protein	29088	MRPL15	Homo sapiens	491	Mass spectrometry
118306	Protein	10052	GJC1	Homo sapiens	491	Mass spectrometry
118307	Protein	5125	PCSK5	Homo sapiens	491	Mass spectrometry
118308	Protein	10282	BET1	Homo sapiens	491	Mass spectrometry
118309	Protein	4176	MCM7	Homo sapiens	491	Mass spectrometry
118310	Protein	84795	PYROXD2	Homo sapiens	491	Mass spectrometry
118311	Protein	4763	NF1	Homo sapiens	491	Mass spectrometry
118312	Protein	9908	G3BP2	Homo sapiens	491	Mass spectrometry
118313	Protein	4259	MGST3	Homo sapiens	491	Mass spectrometry
118314	Protein	7257	TSNAX	Homo sapiens	491	Mass spectrometry
118315	Protein	9145	SYNGR1	Homo sapiens	491	Mass spectrometry
118316	Protein	5830	PEX5	Homo sapiens	491	Mass spectrometry
118317	Protein	4725	NDUFS5	Homo sapiens	491	Mass spectrometry
118318	Protein	64975	MRPL41	Homo sapiens	491	Mass spectrometry
118319	Protein	5826	ABCD4	Homo sapiens	491	Mass spectrometry
118320	Protein	55501	CHST12	Homo sapiens	491	Mass spectrometry
118321	Protein	8120	AP3B2	Homo sapiens	491	Mass spectrometry
118322	Protein	54431	DNAJC10	Homo sapiens	491	Mass spectrometry
118323	Protein	10005	ACOT8	Homo sapiens	491	Mass spectrometry
118324	Protein	55245	UQCC1	Homo sapiens	491	Mass spectrometry
118325	Protein	94274	PPP1R14A	Homo sapiens	491	Mass spectrometry
118326	Protein	64854	USP46	Homo sapiens	491	Mass spectrometry
118327	Protein	8896	BUD31	Homo sapiens	491	Mass spectrometry
118328	Protein	285203	EOGT	Homo sapiens	491	Mass spectrometry
118329	Protein	55069	TMEM248	Homo sapiens	491	Mass spectrometry
118330	Protein	28962	OSTM1	Homo sapiens	491	Mass spectrometry
118331	Protein	7461	CLIP2	Homo sapiens	491	Mass spectrometry
118332	Protein	64744	SMAP2	Homo sapiens	491	Mass spectrometry
118333	Protein	64432	MRPS25	Homo sapiens	491	Mass spectrometry
118334	Protein	1404	HAPLN1	Homo sapiens	491	Mass spectrometry
118335	Protein	9465	AKAP7	Homo sapiens	491	Mass spectrometry
118336	Protein	10730	YME1L1	Homo sapiens	491	Mass spectrometry
